age,workclass,education,sex,hours_per_week,native_country,income
26,Local-gov,Bachelors,Male,42.0,United-States,<=50K
19,Private,Some-college,Male,15.0,United-States,<=50K
24,Private,HS-grad,Female,40.0,Ecuador,<=50K
28,Private,Masters,Male,40.0,United-States,<=50K
25,Local-gov,Masters,Female,40.0,United-States,<=50K
44,Private,Some-college,Male,40.0,United-States,>50K
38,Private,HS-grad,Male,40.0,Nicaragua,<=50K
42,State-gov,Masters,Male,45.0,United-States,<=50K
28,Private,HS-grad,Male,40.0,United-States,<=50K
47,Private,Bachelors,Male,60.0,United-States,>50K
21,Local-gov,Some-college,Female,40.0,Mexico,<=50K
35,Private,Bachelors,Female,45.0,United-States,<=50K
26,Private,HS-grad,Male,40.0,United-States,<=50K
21,Private,Some-college,Female,30.0,United-States,<=50K
67,Self-emp-not-inc,7th-8th,Male,40.0,United-States,<=50K
54,Private,HS-grad,Male,40.0,United-States,>50K
26,Private,Masters,Male,25.0,United-States,<=50K
51,Private,Bachelors,Female,50.0,United-States,<=50K
27,Private,Some-college,Male,45.0,United-States,<=50K
39,Private,Some-college,Female,40.0,United-States,<=50K
32,Private,Bachelors,Female,48.0,United-States,>50K
52,Private,HS-grad,Male,40.0,United-States,<=50K
21,Private,Some-college,Male,40.0,United-States,<=50K
27,Local-gov,HS-grad,Male,38.0,United-States,<=50K
46,Private,7th-8th,Male,45.0,United-States,<=50K
42,Private,Assoc-voc,Male,30.0,United-States,<=50K
79,Self-emp-inc,Bachelors,Male,20.0,United-States,>50K
50,Federal-gov,Bachelors,Female,40.0,United-States,>50K
51,Local-gov,Masters,Male,60.0,United-States,<=50K
36,Self-emp-not-inc,Assoc-voc,Male,99.0,United-States,<=50K
26,Private,Assoc-acdm,Female,36.0,United-States,<=50K
28,Private,Some-college,Male,50.0,United-States,<=50K
39,Self-emp-not-inc,Prof-school,Male,45.0,United-States,>50K
43,Private,Some-college,Male,60.0,United-States,<=50K
20,Private,HS-grad,Female,40.0,Mexico,<=50K
29,Private,Some-college,Male,40.0,United-States,<=50K
60,Private,Some-college,Male,40.0,United-States,<=50K
34,Private,HS-grad,Male,40.0,United-States,>50K
60,Private,HS-grad,Female,40.0,United-States,<=50K
38,Private,11th,Female,40.0,United-States,<=50K
29,Private,Assoc-voc,Male,40.0,United-States,<=50K
49,Private,Bachelors,Female,40.0,United-States,<=50K
37,Private,5th-6th,Female,40.0,Mexico,<=50K
43,Private,Some-college,Male,38.0,United-States,>50K
19,Private,9th,Male,60.0,United-States,<=50K
29,Private,Some-college,Male,35.0,United-States,<=50K
40,Self-emp-not-inc,HS-grad,Male,15.0,United-States,<=50K
53,Private,7th-8th,Male,40.0,United-States,>50K
27,Private,Bachelors,Male,55.0,United-States,<=50K
29,Private,Assoc-acdm,Female,38.0,United-States,<=50K
25,Private,5th-6th,Male,40.0,Mexico,<=50K
38,Private,HS-grad,Male,55.0,United-States,<=50K
48,Self-emp-inc,Bachelors,Male,50.0,United-States,>50K
18,Private,Some-college,Female,12.0,United-States,<=50K
37,Private,HS-grad,Female,40.0,United-States,>50K
48,Private,Bachelors,Female,20.0,United-States,<=50K
50,Private,Some-college,Male,32.0,United-States,<=50K
24,Private,Some-college,Female,30.0,United-States,<=50K
34,Private,Some-college,Male,40.0,United-States,>50K
19,Private,Some-college,Male,40.0,United-States,<=50K
39,Private,HS-grad,Male,40.0,United-States,<=50K
40,Private,Some-college,Female,40.0,United-States,<=50K
30,Private,HS-grad,Female,40.0,United-States,<=50K
27,Private,HS-grad,Male,40.0,United-States,<=50K
46,Private,Some-college,Male,40.0,United-States,>50K
24,Local-gov,Bachelors,Female,50.0,United-States,<=50K
18,Private,12th,Male,20.0,United-States,<=50K
50,Self-emp-not-inc,Doctorate,Male,60.0,United-States,>50K
42,Private,11th,Male,40.0,United-States,<=50K
42,Private,9th,Male,40.0,United-States,<=50K
57,Private,Some-college,Female,16.0,United-States,<=50K
27,Private,Bachelors,Male,40.0,India,>50K
31,Private,10th,Male,40.0,United-States,<=50K
34,Local-gov,Masters,Female,40.0,United-States,<=50K
55,Self-emp-not-inc,HS-grad,Female,40.0,United-States,<=50K
56,Private,11th,Male,40.0,United-States,<=50K
35,State-gov,Some-college,Male,40.0,United-States,<=50K
28,Private,Masters,Male,50.0,United-States,<=50K
38,Private,Bachelors,Male,40.0,United-States,<=50K
30,Self-emp-inc,HS-grad,Male,60.0,United-States,<=50K
18,Private,Some-college,Female,20.0,United-States,<=50K
35,Private,Assoc-voc,Male,40.0,United-States,>50K
53,Private,HS-grad,Female,40.0,United-States,<=50K
46,Private,Prof-school,Female,40.0,United-States,<=50K
45,Private,Some-college,Male,40.0,United-States,<=50K
35,Private,10th,Male,60.0,India,<=50K
41,Private,HS-grad,Male,40.0,United-States,<=50K
60,Self-emp-not-inc,HS-grad,Male,70.0,United-States,>50K
19,Private,HS-grad,Male,40.0,United-States,<=50K
28,Private,HS-grad,Male,70.0,United-States,<=50K
29,Private,HS-grad,Male,32.0,United-States,<=50K
35,Self-emp-not-inc,Some-college,Male,40.0,United-States,<=50K
18,Private,HS-grad,Male,35.0,United-States,<=50K
53,Private,HS-grad,Male,40.0,United-States,<=50K
26,Private,Masters,Male,20.0,Canada,<=50K
55,Private,Some-college,Male,40.0,United-States,>50K
45,Local-gov,Some-college,Male,40.0,United-States,>50K
28,Private,HS-grad,Male,40.0,United-States,<=50K
32,Private,Bachelors,Male,40.0,United-States,>50K
27,Private,HS-grad,Male,40.0,United-States,<=50K
35,Private,HS-grad,Female,40.0,United-States,<=50K
36,Private,HS-grad,Female,37.0,United-States,<=50K
23,Private,Bachelors,Male,20.0,United-States,<=50K
22,Private,12th,Male,40.0,United-States,<=50K
65,Self-emp-inc,Bachelors,Male,40.0,United-States,>50K
25,Private,HS-grad,Female,40.0,Columbia,<=50K
31,Private,Some-college,Male,40.0,United-States,<=50K
50,State-gov,Bachelors,Male,40.0,United-States,>50K
49,State-gov,Some-college,Male,50.0,United-States,>50K
43,Private,Bachelors,Female,40.0,United-States,<=50K
23,Federal-gov,Some-college,Female,40.0,United-States,<=50K
23,Private,Some-college,Female,40.0,United-States,<=50K
63,Private,10th,Male,40.0,United-States,<=50K
33,Private,HS-grad,Male,40.0,United-States,<=50K
51,Self-emp-inc,Bachelors,Male,50.0,United-States,<=50K
31,Private,HS-grad,Male,45.0,United-States,<=50K
31,Private,Some-college,Female,36.0,Jamaica,<=50K
47,Private,Assoc-voc,Male,40.0,United-States,>50K
54,State-gov,Some-college,Male,40.0,United-States,>50K
23,Private,Some-college,Male,40.0,United-States,<=50K
34,Private,HS-grad,Male,40.0,United-States,>50K
46,Private,11th,Female,35.0,United-States,>50K
34,Private,Assoc-acdm,Male,50.0,United-States,>50K
31,Private,HS-grad,Male,50.0,United-States,<=50K
41,Private,HS-grad,Male,40.0,Peru,<=50K
27,Self-emp-not-inc,Assoc-voc,Male,30.0,United-States,<=50K
23,Private,Some-college,Male,40.0,United-States,<=50K
59,Federal-gov,Assoc-acdm,Male,40.0,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Male,40.0,United-States,<=50K
59,Private,HS-grad,Male,45.0,Cuba,<=50K
47,Private,Assoc-voc,Male,40.0,United-States,>50K
51,Self-emp-not-inc,HS-grad,Female,44.0,United-States,<=50K
42,Private,Bachelors,Female,45.0,United-States,<=50K
29,Federal-gov,Some-college,Female,40.0,United-States,<=50K
23,Private,HS-grad,Male,45.0,Outlying-US(Guam-USVI-etc),<=50K
43,Self-emp-not-inc,HS-grad,Male,60.0,United-States,<=50K
46,Private,Some-college,Male,40.0,United-States,<=50K
30,Private,Some-college,Female,40.0,United-States,<=50K
23,Private,Some-college,Female,20.0,United-States,<=50K
29,State-gov,Masters,Female,35.0,United-States,<=50K
33,Private,HS-grad,Female,45.0,United-States,<=50K
46,Local-gov,Some-college,Female,45.0,United-States,<=50K
35,Private,Some-college,Female,40.0,United-States,<=50K
25,Private,HS-grad,Female,37.0,United-States,<=50K
35,Private,Bachelors,Male,40.0,United-States,<=50K
30,Private,7th-8th,Male,42.0,United-States,<=50K
39,Private,Some-college,Male,84.0,United-States,>50K
37,Private,Some-college,Male,55.0,United-States,<=50K
22,Private,HS-grad,Male,42.0,United-States,<=50K
25,Private,HS-grad,Male,60.0,United-States,<=50K
50,Private,HS-grad,Female,40.0,United-States,<=50K
33,Private,Assoc-voc,Male,45.0,United-States,<=50K
59,Self-emp-inc,5th-6th,Male,40.0,Italy,<=50K
24,Private,HS-grad,Female,40.0,United-States,<=50K
41,Private,Bachelors,Male,55.0,United-States,<=50K
60,Private,Bachelors,Male,60.0,United-States,<=50K
19,Private,HS-grad,Male,30.0,United-States,<=50K
23,Private,Some-college,Male,40.0,United-States,<=50K
24,Private,Bachelors,Male,40.0,United-States,<=50K
32,Private,HS-grad,Male,50.0,United-States,>50K
27,Private,Bachelors,Male,45.0,United-States,>50K
43,Private,Assoc-voc,Female,55.0,United-States,<=50K
54,Private,Assoc-voc,Female,40.0,United-States,<=50K
22,Private,HS-grad,Male,45.0,United-States,<=50K
29,Private,HS-grad,Male,50.0,United-States,<=50K
22,Private,12th,Male,50.0,United-States,<=50K
37,Private,Bachelors,Male,50.0,United-States,>50K
38,Self-emp-not-inc,Doctorate,Male,50.0,United-States,>50K
34,Private,Some-college,Male,40.0,United-States,<=50K
45,Private,Some-college,Male,84.0,United-States,>50K
28,Private,1st-4th,Female,40.0,Mexico,<=50K
68,Private,Doctorate,Female,40.0,Cuba,<=50K
36,Private,HS-grad,Male,40.0,Laos,<=50K
20,Private,9th,Male,30.0,Mexico,<=50K
24,Private,Some-college,Female,45.0,United-States,<=50K
38,Private,Some-college,Female,40.0,United-States,<=50K
32,Private,Bachelors,Female,40.0,United-States,<=50K
28,Private,Bachelors,Female,50.0,United-States,<=50K
32,Private,Prof-school,Male,40.0,United-States,>50K
58,Private,HS-grad,Male,40.0,United-States,<=50K
38,Private,Some-college,Female,50.0,United-States,<=50K
43,Private,HS-grad,Female,40.0,United-States,<=50K
28,Private,12th,Male,40.0,United-States,<=50K
23,Private,Bachelors,Female,20.0,United-States,<=50K
41,Private,Some-college,Male,40.0,United-States,<=50K
27,Private,Bachelors,Male,40.0,United-States,<=50K
54,Private,7th-8th,Male,30.0,United-States,<=50K
28,Local-gov,HS-grad,Female,25.0,United-States,<=50K
36,Private,HS-grad,Male,30.0,United-States,<=50K
60,Self-emp-not-inc,Some-college,Male,40.0,United-States,<=50K
34,State-gov,Masters,Male,38.0,United-States,<=50K
27,Private,Some-college,Female,42.0,United-States,>50K
60,Private,10th,Male,40.0,United-States,<=50K
39,Private,Assoc-voc,Male,40.0,United-States,<=50K
59,Private,12th,Male,35.0,United-States,<=50K
34,Self-emp-not-inc,Doctorate,Male,32.0,Canada,>50K
36,Private,Assoc-voc,Male,40.0,United-States,<=50K
54,Private,Some-college,Male,40.0,United-States,>50K
48,Private,Assoc-voc,Male,40.0,United-States,>50K
19,Private,7th-8th,Male,33.0,United-States,<=50K
40,Private,Prof-school,Male,40.0,United-States,>50K
25,Private,HS-grad,Male,45.0,United-States,<=50K
39,Private,Assoc-acdm,Male,40.0,United-States,<=50K
34,Self-emp-not-inc,Some-college,Male,40.0,United-States,<=50K
30,Private,HS-grad,Female,30.0,United-States,<=50K
43,Private,HS-grad,Female,24.0,United-States,<=50K
35,Private,Bachelors,Male,40.0,Philippines,>50K
59,Self-emp-not-inc,HS-grad,Male,65.0,United-States,>50K
33,Self-emp-not-inc,HS-grad,Male,40.0,United-States,<=50K
22,Private,Some-college,Male,50.0,United-States,<=50K
48,Private,HS-grad,Male,45.0,United-States,<=50K
54,Private,HS-grad,Female,40.0,United-States,<=50K
49,Private,Some-college,Female,38.0,United-States,<=50K
37,Private,Bachelors,Female,40.0,United-States,<=50K
45,Private,HS-grad,Male,40.0,United-States,<=50K
51,Self-emp-inc,Some-college,Female,40.0,United-States,<=50K
46,Private,Some-college,Male,40.0,United-States,<=50K
31,Self-emp-not-inc,Bachelors,Female,40.0,United-States,>50K
39,Private,Some-college,Female,50.0,United-States,>50K
26,Private,Bachelors,Female,40.0,United-States,>50K
39,Private,HS-grad,Male,40.0,United-States,>50K
26,Private,11th,Male,30.0,Mexico,<=50K
25,Private,Bachelors,Male,35.0,United-States,<=50K
49,Private,HS-grad,Female,40.0,United-States,<=50K
53,Private,Bachelors,Female,45.0,Mexico,<=50K
52,Private,Preschool,Male,40.0,El-Salvador,<=50K
52,Private,HS-grad,Male,55.0,United-States,<=50K
50,Private,HS-grad,Male,40.0,United-States,<=50K
76,Private,7th-8th,Male,30.0,United-States,<=50K
19,Private,HS-grad,Female,15.0,United-States,<=50K
25,Private,HS-grad,Male,40.0,United-States,<=50K
45,Private,HS-grad,Female,40.0,United-States,<=50K
34,Private,Assoc-acdm,Female,35.0,United-States,<=50K
20,Private,Some-college,Female,16.0,United-States,<=50K
27,Private,Some-college,Male,40.0,United-States,<=50K
43,Private,HS-grad,Male,60.0,Nicaragua,<=50K
23,Private,HS-grad,Female,40.0,United-States,<=50K
37,Federal-gov,Some-college,Female,40.0,United-States,<=50K
31,Private,Bachelors,Male,40.0,United-States,<=50K
28,Private,Assoc-acdm,Male,20.0,United-States,<=50K
35,Private,Some-college,Female,40.0,United-States,<=50K
41,Private,Assoc-acdm,Male,75.0,United-States,>50K
17,Private,11th,Female,12.0,United-States,<=50K
41,Local-gov,Bachelors,Female,40.0,United-States,>50K
44,Private,Assoc-voc,Male,45.0,United-States,<=50K
47,Private,7th-8th,Male,40.0,Mexico,<=50K
24,Private,HS-grad,Male,40.0,United-States,<=50K
38,Self-emp-not-inc,Assoc-voc,Female,40.0,United-States,<=50K
34,Private,Some-college,Male,52.0,Jamaica,<=50K
62,Local-gov,HS-grad,Female,35.0,United-States,<=50K
27,Local-gov,HS-grad,Male,38.0,United-States,<=50K
59,Private,Some-college,Female,40.0,United-States,>50K
35,Private,Masters,Male,40.0,United-States,<=50K
38,Private,HS-grad,Female,32.0,United-States,<=50K
28,Private,Some-college,Female,50.0,United-States,<=50K
28,Private,HS-grad,Female,38.0,United-States,<=50K
59,State-gov,9th,Male,40.0,United-States,<=50K
42,Private,Some-college,Female,40.0,United-States,<=50K
54,Local-gov,Masters,Female,32.0,United-States,>50K
39,Private,HS-grad,Male,45.0,United-States,<=50K
41,Private,Bachelors,Male,40.0,United-States,<=50K
43,Private,Bachelors,Female,40.0,Germany,<=50K
32,Self-emp-inc,Bachelors,Male,50.0,Iran,>50K
58,Private,HS-grad,Female,40.0,United-States,<=50K
43,Private,HS-grad,Male,40.0,United-States,<=50K
31,Private,HS-grad,Female,40.0,United-States,<=50K
51,Local-gov,Masters,Female,70.0,United-States,>50K
54,Private,Bachelors,Female,36.0,United-States,<=50K
20,Private,Some-college,Male,70.0,United-States,<=50K
35,Private,Some-college,Male,40.0,United-States,>50K
22,Private,HS-grad,Female,36.0,United-States,<=50K
42,Private,HS-grad,Male,40.0,United-States,<=50K
44,State-gov,Masters,Male,40.0,United-States,>50K
28,Self-emp-not-inc,HS-grad,Male,70.0,United-States,>50K
74,Self-emp-inc,Some-college,Male,35.0,United-States,>50K
34,Private,HS-grad,Female,40.0,United-States,<=50K
50,State-gov,HS-grad,Male,52.0,United-States,<=50K
50,Private,Assoc-voc,Female,40.0,United-States,<=50K
43,Private,HS-grad,Male,40.0,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Male,40.0,United-States,<=50K
61,Private,HS-grad,Male,50.0,United-States,>50K
21,Private,Some-college,Female,40.0,Vietnam,<=50K
47,Private,Doctorate,Male,40.0,Iran,>50K
33,Private,HS-grad,Male,40.0,United-States,<=50K
22,Private,HS-grad,Female,37.0,United-States,<=50K
38,Private,Some-college,Female,40.0,United-States,<=50K
45,Private,Some-college,Male,40.0,United-States,<=50K
42,Private,HS-grad,Male,45.0,United-States,>50K
35,Private,Some-college,Male,45.0,Germany,<=50K
21,Private,HS-grad,Female,40.0,United-States,<=50K
49,State-gov,Assoc-voc,Female,44.0,United-States,<=50K
50,Private,Bachelors,Female,40.0,United-States,<=50K
36,State-gov,Doctorate,Female,36.0,United-States,>50K
20,Private,HS-grad,Male,20.0,United-States,<=50K
49,Private,HS-grad,Female,40.0,United-States,<=50K
40,State-gov,Bachelors,Male,60.0,United-States,>50K
22,Private,Some-college,Female,40.0,United-States,<=50K
67,Private,11th,Female,20.0,United-States,<=50K
21,Private,Some-college,Female,40.0,United-States,<=50K
60,Self-emp-not-inc,HS-grad,Male,50.0,United-States,<=50K
17,Private,11th,Female,12.0,United-States,<=50K
49,State-gov,Bachelors,Male,45.0,United-States,>50K
38,Private,Some-college,Male,40.0,United-States,<=50K
38,Private,HS-grad,Male,40.0,United-States,<=50K
35,Private,Assoc-acdm,Male,99.0,United-States,>50K
40,Private,Some-college,Male,40.0,United-States,<=50K
40,Private,HS-grad,Male,60.0,United-States,>50K
46,State-gov,HS-grad,Female,40.0,United-States,<=50K
25,Private,Some-college,Female,22.0,United-States,<=50K
24,Private,Assoc-acdm,Male,48.0,United-States,<=50K
62,Private,HS-grad,Male,48.0,United-States,<=50K
54,Private,Preschool,Male,40.0,China,<=50K
23,Private,Bachelors,Female,40.0,United-States,<=50K
60,Private,HS-grad,Female,40.0,United-States,<=50K
41,Local-gov,Some-college,Female,40.0,United-States,<=50K
45,Local-gov,Masters,Female,40.0,United-States,<=50K
62,State-gov,Assoc-voc,Female,40.0,United-States,<=50K
28,Private,Bachelors,Female,40.0,United-States,<=50K
36,Self-emp-inc,Some-college,Male,60.0,Yugoslavia,>50K
31,Private,HS-grad,Male,40.0,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Male,50.0,United-States,<=50K
62,Self-emp-not-inc,Prof-school,Male,16.0,United-States,<=50K
27,Private,7th-8th,Female,40.0,United-States,<=50K
42,Federal-gov,Assoc-voc,Female,40.0,United-States,>50K
55,Private,9th,Male,37.0,United-States,<=50K
41,Private,HS-grad,Female,50.0,United-States,<=50K
45,Private,Some-college,Female,40.0,United-States,>50K
67,Self-emp-not-inc,HS-grad,Male,65.0,United-States,<=50K
25,Private,Assoc-voc,Male,45.0,United-States,<=50K
22,Private,Bachelors,Male,40.0,United-States,<=50K
19,Private,Some-college,Male,20.0,United-States,<=50K
26,Private,Bachelors,Female,45.0,United-States,<=50K
61,Private,HS-grad,Male,50.0,United-States,<=50K
43,Private,HS-grad,Female,40.0,United-States,<=50K
53,Private,HS-grad,Female,20.0,United-States,<=50K
53,Federal-gov,Some-college,Male,45.0,United-States,<=50K
42,Self-emp-inc,12th,Male,10.0,United-States,<=50K
36,Private,HS-grad,Female,40.0,United-States,>50K
55,Self-emp-not-inc,Bachelors,Male,99.0,United-States,<=50K
17,Private,11th,Female,16.0,United-States,<=50K
55,Self-emp-not-inc,Prof-school,Female,35.0,United-States,<=50K
36,Private,HS-grad,Male,40.0,United-States,<=50K
40,Local-gov,Masters,Female,40.0,United-States,>50K
54,Self-emp-not-inc,10th,Female,10.0,United-States,<=50K
45,Self-emp-not-inc,Bachelors,Male,45.0,United-States,<=50K
48,Private,Some-college,Male,40.0,United-States,>50K
40,Local-gov,Prof-school,Male,60.0,United-States,>50K
31,Private,Bachelors,Male,50.0,United-States,<=50K
26,Private,Bachelors,Male,40.0,Taiwan,<=50K
19,Private,HS-grad,Female,25.0,Puerto-Rico,<=50K
31,Federal-gov,Assoc-acdm,Male,40.0,United-States,<=50K
34,Private,HS-grad,Female,30.0,United-States,<=50K
55,Local-gov,Masters,Male,55.0,United-States,>50K
38,Private,Some-college,Male,40.0,United-States,<=50K
21,Private,HS-grad,Male,20.0,Mexico,<=50K
27,Private,7th-8th,Male,40.0,United-States,<=50K
35,Private,HS-grad,Male,40.0,United-States,<=50K
20,Private,Some-college,Female,20.0,United-States,<=50K
24,Self-emp-not-inc,Assoc-voc,Female,38.0,United-States,<=50K
28,Local-gov,Some-college,Female,40.0,United-States,<=50K
36,Private,HS-grad,Female,40.0,United-States,<=50K
19,Private,Some-college,Female,15.0,United-States,<=50K
59,Self-emp-not-inc,10th,Female,36.0,United-States,<=50K
33,Private,HS-grad,Male,46.0,United-States,<=50K
28,Private,7th-8th,Male,40.0,Mexico,<=50K
41,Private,Some-college,Female,55.0,United-States,<=50K
30,Private,11th,Male,45.0,United-States,<=50K
59,Private,HS-grad,Male,40.0,United-States,<=50K
42,Private,Bachelors,Male,60.0,United-States,<=50K
29,Private,10th,Female,40.0,Mexico,<=50K
60,Private,Some-college,Male,50.0,United-States,>50K
41,Private,7th-8th,Male,60.0,United-States,<=50K
32,Private,Some-college,Female,30.0,United-States,<=50K
20,Private,HS-grad,Female,30.0,United-States,<=50K
49,Private,Masters,Male,40.0,United-States,>50K
36,Local-gov,Bachelors,Male,40.0,United-States,<=50K
33,State-gov,Some-college,Female,45.0,United-States,<=50K
25,Private,Some-college,Female,34.0,United-States,<=50K
40,Local-gov,Assoc-acdm,Male,40.0,United-States,<=50K
48,Private,HS-grad,Male,44.0,United-States,<=50K
51,Private,Some-college,Male,50.0,United-States,<=50K
22,Private,Assoc-acdm,Male,20.0,Jamaica,<=50K
34,Private,Some-college,Male,50.0,United-States,<=50K
22,Private,10th,Female,40.0,United-States,<=50K
56,Private,HS-grad,Male,40.0,United-States,<=50K
36,Private,Bachelors,Female,40.0,United-States,<=50K
18,Private,Some-college,Female,20.0,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Male,50.0,United-States,<=50K
48,Private,HS-grad,Male,50.0,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Male,40.0,United-States,<=50K
29,Private,HS-grad,Male,40.0,United-States,<=50K
47,Private,HS-grad,Male,40.0,United-States,>50K
21,Private,Assoc-voc,Female,12.0,United-States,<=50K
28,Private,Some-college,Female,50.0,United-States,<=50K
53,Private,Some-college,Male,40.0,United-States,>50K
65,Federal-gov,HS-grad,Female,40.0,United-States,<=50K
26,Private,Some-college,Female,40.0,United-States,<=50K
26,Private,HS-grad,Male,50.0,United-States,<=50K
70,Private,HS-grad,Male,20.0,United-States,<=50K
55,Private,Some-college,Male,40.0,United-States,<=50K
27,Federal-gov,Bachelors,Male,35.0,United-States,<=50K
31,Private,Some-college,Male,40.0,Cuba,>50K
24,Private,11th,Male,40.0,United-States,<=50K
22,Private,7th-8th,Female,40.0,Mexico,<=50K
26,Private,HS-grad,Female,40.0,United-States,<=50K
23,Private,10th,Female,40.0,United-States,<=50K
41,Self-emp-not-inc,HS-grad,Male,60.0,United-States,<=50K
52,Private,Masters,Male,40.0,United-States,<=50K
41,Self-emp-not-inc,HS-grad,Female,40.0,United-States,<=50K
59,Self-emp-not-inc,10th,Male,40.0,United-States,<=50K
65,Private,Bachelors,Male,40.0,United-States,>50K
24,Local-gov,Bachelors,Male,40.0,United-States,<=50K
31,Private,Some-college,Male,45.0,United-States,<=50K
84,Private,HS-grad,Female,16.0,United-States,<=50K
51,Private,Some-college,Male,40.0,United-States,<=50K
24,Local-gov,Bachelors,Male,50.0,United-States,<=50K
30,Private,HS-grad,Male,45.0,United-States,<=50K
22,Private,10th,Male,40.0,Mexico,<=50K
30,Private,Masters,Male,40.0,Ireland,<=50K
47,Private,Some-college,Female,40.0,United-States,<=50K
19,Private,HS-grad,Female,35.0,United-States,<=50K
43,Self-emp-not-inc,Some-college,Female,36.0,United-States,<=50K
30,Private,Bachelors,Female,50.0,United-States,<=50K
46,Private,Masters,Female,45.0,United-States,<=50K
49,Local-gov,Bachelors,Male,60.0,United-States,<=50K
37,Private,5th-6th,Female,40.0,Mexico,<=50K
42,Private,Masters,Male,40.0,United-States,<=50K
46,Private,Assoc-acdm,Female,40.0,United-States,<=50K
23,Private,Some-college,Female,20.0,United-States,<=50K
26,Private,Bachelors,Male,58.0,United-States,>50K
20,Private,HS-grad,Female,40.0,Germany,<=50K
31,Private,HS-grad,Male,40.0,United-States,<=50K
44,Private,Some-college,Male,40.0,United-States,<=50K
23,Private,Bachelors,Male,40.0,United-States,<=50K
31,Local-gov,Masters,Male,90.0,United-States,>50K
35,Self-emp-not-inc,11th,Male,36.0,United-States,<=50K
30,Self-emp-not-inc,Some-college,Male,35.0,United-States,<=50K
35,Private,HS-grad,Male,20.0,United-States,<=50K
40,Private,HS-grad,Female,38.0,United-States,<=50K
18,Private,11th,Female,20.0,United-States,<=50K
63,Private,HS-grad,Male,40.0,United-States,<=50K
20,State-gov,HS-grad,Male,40.0,United-States,<=50K
50,Local-gov,Masters,Male,60.0,United-States,>50K
49,Private,Masters,Male,45.0,United-States,<=50K
53,Self-emp-not-inc,10th,Male,40.0,United-States,<=50K
34,Private,HS-grad,Female,40.0,United-States,<=50K
54,Private,HS-grad,Male,56.0,United-States,>50K
40,Private,Some-college,Male,40.0,United-States,>50K
22,Private,Bachelors,Female,40.0,United-States,<=50K
28,Private,10th,Male,35.0,Mexico,<=50K
24,Private,HS-grad,Male,40.0,El-Salvador,<=50K
37,Private,1st-4th,Female,48.0,El-Salvador,<=50K
62,Private,HS-grad,Female,16.0,United-States,<=50K
51,Private,Assoc-voc,Female,40.0,United-States,<=50K
42,Self-emp-inc,Some-college,Male,90.0,United-States,>50K
42,Private,HS-grad,Female,35.0,United-States,<=50K
54,Private,Assoc-acdm,Male,40.0,Cuba,<=50K
23,Private,Bachelors,Female,60.0,United-States,<=50K
28,Private,HS-grad,Female,46.0,United-States,<=50K
42,Private,11th,Male,40.0,United-States,<=50K
30,Private,HS-grad,Male,40.0,United-States,<=50K
33,Federal-gov,HS-grad,Male,40.0,United-States,<=50K
33,Private,HS-grad,Female,40.0,United-States,<=50K
27,Private,11th,Male,40.0,United-States,<=50K
62,Private,5th-6th,Male,40.0,Philippines,<=50K
17,Private,10th,Male,30.0,United-States,<=50K
58,Private,Some-college,Female,55.0,United-States,>50K
34,Private,Bachelors,Male,42.0,United-States,>50K
20,Private,HS-grad,Male,35.0,United-States,<=50K
64,Federal-gov,Some-college,Female,40.0,United-States,>50K
41,Private,HS-grad,Female,40.0,United-States,>50K
40,Private,7th-8th,Male,40.0,El-Salvador,<=50K
53,Local-gov,Masters,Male,38.0,United-States,>50K
44,Private,Doctorate,Male,45.0,United-States,<=50K
37,Private,5th-6th,Female,40.0,Mexico,<=50K
46,Private,Bachelors,Male,60.0,United-States,>50K
17,Private,9th,Male,20.0,United-States,<=50K
35,Private,HS-grad,Male,40.0,United-States,<=50K
36,Local-gov,Assoc-acdm,Female,40.0,United-States,<=50K
49,State-gov,HS-grad,Male,40.0,United-States,>50K
48,Private,Prof-school,Female,25.0,United-States,<=50K
26,Private,Bachelors,Male,40.0,United-States,<=50K
35,State-gov,HS-grad,Male,40.0,United-States,<=50K
29,Private,9th,Male,40.0,United-States,<=50K
36,Local-gov,Some-college,Male,40.0,United-States,<=50K
25,Private,Bachelors,Male,40.0,United-States,<=50K
18,Local-gov,10th,Male,25.0,United-States,<=50K
21,Private,Some-college,Female,20.0,United-States,<=50K
22,Private,HS-grad,Male,40.0,United-States,<=50K
52,Private,HS-grad,Male,45.0,El-Salvador,>50K
36,Self-emp-not-inc,Some-college,Female,40.0,United-States,<=50K
42,Private,Some-college,Male,50.0,United-States,>50K
37,Private,Assoc-voc,Male,54.0,United-States,<=50K
39,Private,Assoc-acdm,Male,40.0,United-States,<=50K
32,Private,Bachelors,Male,40.0,United-States,<=50K
53,Private,HS-grad,Male,40.0,United-States,<=50K
30,Private,11th,Male,40.0,United-States,<=50K
51,Private,Some-college,Female,40.0,United-States,>50K
62,Local-gov,Assoc-voc,Female,40.0,United-States,<=50K
38,Private,5th-6th,Male,40.0,Mexico,<=50K
23,Private,Bachelors,Male,40.0,United-States,<=50K
37,Federal-gov,Some-college,Male,40.0,United-States,<=50K
41,Private,Some-college,Male,40.0,United-States,<=50K
